key,cleaned_tokens,label,label2
k4912,"commission,remand,extension,four,people,married,couple,social,medium,suspected,involved,misappropriation,public,remand,extension,order,magistrate,court,remand,order,today,four,involvement,misappropriation,public,revealed,three,men,woman,came,headquarters,two,married,couple,involved,since,million,investigation,still,early,two,also,connection,case",Money Laundering,Not applicable
k4914,"domestic,trade,cost,living,ministry,attempt,smuggle,cooking,oil,seizure,yesterday,however,one,operation,state,director,said,car,used,transport,cooking,oil,also,operation,enforcement,team,went,near,information,smuggling,upon,arrival",Others,Not applicable
k4915,"remand,extension,lorry,driver,allegedly,led,death,influencer,recently,police,chief,assistant,commissioner,said,suspect,facilitate,date,connection,case,investigation,paper,deputy,public,office,instruction,tomorrow",Murder and Homicide,Murder and Homicide
k4916,"baru,man,often,seen,sleeping,bus,stop,near,sharp,object,back,public,incident,around,hearing,help,victim,found,bus,stop,taken,hospital,raja,shopkeeper,known,said,saw,man,lying,bus,stop,road,said,thought,man,sleeping",Not applicable,Murder and Homicide
k4917,"drunken,brawl,factory,led,death,foreign,man,district,police,chief,assistant,commissioner,wan,wan,said,medical,officer,hospital,medical,officer,u,around,informed,u,foreign,man,brought,hospital,unconscious,state,head,hand,victim,pronounced,dead,shortly",Physical Hurt,Murder and Homicide
k4918,"musang,police,man,suspected,girl,quarter,yesterday,musang,police,chief,superintendent,foo,confirmed,arrest,said,suspect,soon,police,received,report,incident,learnt,found,girl,inside,one,quarter,mother,mother,brought,daughter,back,lodging,police,report,police,sent,girl,district,hospital,medical,checkup,according,suspect,familiar,family,always,bought,girl,suspect,soon,assist,police,case,case,section,penal,code",Others,Not applicable
k4920,"police,shotgun,along,hut,rubber,plantation,mat,near,ulu,two,among,three,male,crime,investigation,department,team,raid,also,worth,police,deputy,chief,said,aged,resting,inside,hut,police,police",Firearm or Terrorism,Firearm or Terrorism
k4921,"luxurious,event,decorator,came,scrutiny,yesterday,police,chief,assistant,commissioner,singh,singh,said,man,noon,g,honda,insight,car,following,interrogation,narcotic,crime,investigation,department,also,luxury,condominium,suspected,used,drug,storage,facility,raid,valued",Drug Offences,Drug Offences
k4923,"branch,domestic,trade,cost,living,ministry,cooking,oil,sundry,shop,town,yesterday,director,said,operation,following,public,shop,imposing,purchase,cooking,oil,said,revealed,trader,set,purchase,buy,cooking,oil,inspection,storage,area,uncovered,packet,cooking,oil",Not applicable,Not applicable
k4924,"baru,police,smuggling,operation,seizure,worth,contraband,alcoholic,raid,storage,facility,ria,man,alcoholic,worth,meanwhile,raid,state,marine,police,lorry,along,discovered,worth,lorry,two,men,aged,police,chief,commissioner,m,said,following,intelligence,state,marine,intelligence,unit,face,custom,act,smuggling,good,without,paying,duty,added,similar,time,time,involved,smuggling,selling,untaxed,alcohol",Others,Not applicable
k4926,"police,various,traffic,long,operation,today,federal,state,traffic,enforcement,jointly,together,state,road,transport,department,state,department,environment,doe,national,antidrug,agency,state,immigration,department,plus,auxiliary,police,operation,saw,two,checked,along,outer,ring,road,operation,personnel,curb,illegal,racing,activity,besides,road,traffic,risk,road,state,police,chief,said,besides,section,road,transport,act,police,state,also,vehicle,inspection,section,road,transport,act,said,also,said,two,two,also,environmental,quality,act,doe,also,urine,total",Not applicable,Drug Offences
k4927,"immigration,department,illegal,luxury,apartment,operation,ended,today,director,wan,wan,said,raid,sri,two,two,one,citizen,aged,three,suspected,various,possessing,passport,permit,stay",Others,Not applicable
k4929,"government,three,commission,accused,robbing,national,said,report,government,defence,lawsuit,national,said,three,independently,raid,question,part,official,government,also,said,record,investigation,authorization,raid,according,report,government,also,right,seek,indemnity,trio,towards,permanent,resident,second,home,lawsuit,may,government,three,chief,commissioner,politician,wife,statement,claim,politician,wife,involved,raid,home,raid,couple,close,family,also,raid,wife,apartment,offering,settle,matter,million,couple,million,around",Robbery or Theft,Not applicable
k4930,"commission,three,officer,two,enforcement,agency,allegedly,soliciting,exchange,dropping,fraud,case,according,trio,facilitate,investigation,case,magistrate,yesterday,application,remand,one,three,male,enforcement,officer,five,day,today,magistrate,application,remand,two,case,male,officer,three,day,female,enforcement,officer,two,day,tomorrow,initial,revealed,complainant,met,officer,secure,release,wife",Others,Money laundering
k4931,"mother,social,medium,influencer,better,known,lodged,police,report,two,men,woman,connection,case,daughter,p,three,live,session,daughter,throughout,week",Not applicable,Not applicable
k4932,"man,connection,sodomy,case,foreign,national,police,today,district,police,chief,assistant,commissioner,said,suspect,suspect,brought,back,district,police,headquarters,apply,remand,order",Sexual Harassment or Sexual Offences or Rape,Not applicable
k4933,"man,tried,smuggle,two,men,country,speedboat,mistook,according,daily,time,man,thought,speedboat,approaching,mistake,however,late,already,spotted,police,coast,guard,gave,chase,entering,around,pursuit,speedboat,taking,much,water,man,today,jail,three,cane,pleading,guilty,two,immigration,act,third,charge,speedboat,manner,rash,endanger,human,life,report,added,another,two,act,taken,consideration,deputy,public,prosecutor,abu,said,harm,case,low,culpability,high,said,turned,signal,accused,stop,chose,flee,added,craft,zigzag,manner,pursue,accused,chase,ended,speedboat,unrepresented,court,leniency,mitigation,ground,family,support,meanwhile,two,sought,aged,respectively,six,imprisonment,three,cane",Others,Not applicable
k4934,"former,penang,chief,minister,lim,guan,seeking,four,corruption,related,undersea,tunnel,project,representation,sent,june,ground,testimony,star,witness,court,statement,commission,testimony,related,million,cheating,case,businessman,g,project,representation,usually,carried,apply,retraction,lower,lessen,charge,brought,accused,director,consortium,zenith,construction,facing,challenge,credibility,contradictory,court,ongoing,trial,resume,session,court,judge,deputy,public,prosecutor,wan,wan,confirmed,matter,lim,four,position,chief,minister,solicit,gratification,help,company,secure,project,accused,million,assist,company,carry,tunnel,project,main,road,work,worth,august,also,soliciting,per,cent,project,lim,guilty,two,dishonest,misappropriation,property,two,land,belonging,penang,government,bandar,tanjong,pinang,worth,million,zenith,zenith,urban,development,linked,tunnel,project,march",Others,Not applicable
k4935,"eighteen,foreign,woman,suspicion,involved,fraud,south,united,district,police,chief,said,local,men,one,local,woman,foreign,woman,two,condominium,said,police,also,equipment,mobile,raid,syndicate,getting,people,invest,nonexistent,investment",Cyber Crime,Money laundering
k4936,"three,men,death,row,noose,federal,court,substituted,sentence,year,jail,term,killing,lecturer,ago,trio,former,executive,alias,former,driver,body,found,drain,evidence,slashed,death,burned,judge,led,ordered,men,time,sat,made,unanimous,decision,set,aside,death,penalty,sentence,review,year,imprisonment,date,arrest,trio,death,shah,high,court,murdering,review,deputy,public,prosecutor,may,ling,application,ground,brutally,petrol,used,left,per,cent,body,drain,said,three,men,brought,along,met,day,incident,victim,beaten,slashed,sword,wound",Murder and Homicide,Murder and Homicide
k4937,"engineer,court,today,guilty,private,boy,m,guilty,charge,read,magistrate,chia,ting,according,charge,sheet,inside,lift,condominium,ara,section,minor,act,maximum,penalty,fine,upon,conviction,deputy,public,prosecutor,lim,hong,lawyer,national,legal,aid,foundation",Others,Not applicable
k4938,"tribunal,harassment,award,first,complaint,physical,sexual,harassment,male,employer,towards,female,employee,family,community,development,ministry,said,award,within,day,first,hearing,date,may,accordance,section,harassment,act,act,ministry,said,considering,evidence,testimony,found,complainant,proven,respondent,sexual,harassment,therefore",Sexual Harassment or Sexual Offences or Rape,Sexual Harassment or Sexual Offences or Rape
k4939,"syndicate,million,livestock,farming,business,busted,arrest,people,police,frozen,bank,million",Others,Not applicable
k4940,"fisherman,default,seven,day,jail,court,today,stealing,three,orchard,last,magistrate,chia,ting,handed,sentence,guilty,according,charge,sheet,stole,three,worth,orchard,belonging,section,penal,code,theft,maximum,penalty,seven,imprisonment,fine,upon,conviction,act,eat,stole,eat,please,give,lenient,punishment",Robbery or Theft,Robbery or Theft
k4941,"police,tourism,package,scam,syndicate,arrest,people,raid,federal,commercial,crime,investigation,department,director,said,office,raid",Firearm or Terrorism,Not applicable
k4942,"police,raid,call,near,federal,commercial,crime,investigation,department,director,said,aged,said,comprised,men,three,one,woman,one,hong,man,three,men,four,china,one,man,one,woman,based,examination,expert,analysis",Firearm or Terrorism,Not applicable
k4943,"father,baby,guilty,court,today,fund,worth,last,year,accused,made,plea,brought,magistrate,plead,guilty",Others,Not applicable
k4944,"police,investigating,theft,million,account,bank,customer,federal,commercial,crime,investigation,department,director,said,staff,bank,involved,revealed,although,prime,suspect,suicide,police,investigation,case,said,police,received,report,bank,customer,discovered,million,missing,account,said,initial,investigation,revealed,staff,bank,suspected,involved,said,complainant,employee,local,bank,informed,employee,bank,fund,transferring,money,fixed,deposit,account,misconduct,employee,uncovered,two,fixed,deposit,account,came,bank,june,withdraw,fund,however",Robbery or Theft,Robbery or Theft
k4946,"senior,lecturer,public,university,three,session,court,false,four,ago,trial,read,judge,court,interpreter,attached,industrial,science,technology,faculty,document,false,name,consulting,purchase,research,never,second,charge,document,name,consulting,payment,stay,hotel,training,payment,accommodation,never,third,charge,allegedly,document,false,information,name,solution,enterprise,delivery,good,worth,good,training,none,accused,financial,department,maximum,jail,term,fine,five,time,value,whichever,higher,upon,conviction,officer,prosecution,bail,one,surety,condition,accused,nearest,office,every,month,passport,court,case,mitigation,minimum,bail,amount,saying,client,still,working,support,wife,two,still,also,brother,relative,single,mother,told,court,client,informed,several,day,ago,afford,raise,bail,bail,one,surety,fixed,mention,told,surrender,passport,court,report,nearest,office",Others,Not applicable
k4947,"per,cent,increase,commercial,crime,far,year,federal,commercial,crime,investigation,department,director,said,total,commercial,crime,corresponding,period,last,year,said,average,per,day,total",Not applicable,Not applicable
k4949,"trader,yesterday,retracted,police,report,triggered,controversial,wan,wan,seditious,two,first,day,trial,onset,second,day,session,court,today,defence,lawyer,said,first,prosecution,witness,made,decision,retract,initial,police,report,said,lodging,another,police,report,yesterday,giving,testimony,wan,better,known,seditious,government,judge",Not applicable,Not applicable
k4950,"police,advised,public,ensure,made,registered,undergo,audit,federal,commercial,crime,investigation,department,director,said,compassion,sympathy,towards,affected,unscrupulous,exploit,guise,charitable,said,important,public,know,donation,fund,used,public,must,ensure,donate,registered,undergo,audit,directed,rightful,party,involve,disaster,relief,also,extend,like,paying,legal,abroad,bank,must,undergo,audit,ensure,donated,fund,channeled,rightful,party",Others,Not applicable
